Product_Code,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,sax,as,group
P606,[0|7],[0|7],[0|8],[0|6],[0|6],[0|8],[0|8],[0|7],[0|5],[0|5],[0|5],[0|11],[0|9],[0|9],[0|9],[0|6],[0|10],[0|6],[0|10],[0|10],[0|8],[0|8],[0|9],[0|8],[0|9],[0|8],[0|4],[0|5],[0|10],[0|5],[0|8],[0|5],[0|6],[0|6],[0|5],[0|5],[0|8],[0|7],[0|9],[0|6],[0|7],[0|6],[0|6],[0|5],[0|7],[1|7],[0|7],[0|10],[0|8],[0|8],[0|7],aaaaaa,2,Group: 12
P375,[0|7],[0|7],[0|8],[0|6],[0|6],[0|8],[0|8],[0|7],[0|5],[0|5],[0|5],[0|11],[0|9],[0|9],[0|9],[0|6],[0|10],[0|6],[0|10],[0|10],[0|8],[0|8],[0|9],[0|8],[0|9],[0|8],[0|4],[0|5],[0|10],[0|5],[0|8],[0|5],[0|6],[0|6],[0|5],[0|5],[0|8],[0|7],[0|9],[0|6],[0|7],[0|6],[0|6],[0|5],[0|7],[1|7],[0|7],[0|10],[0|8],[0|8],[0|7],aaaaaa,3,Group: 12
P460,[0|7],[0|7],[0|8],[0|6],[0|6],[0|8],[0|8],[0|7],[0|5],[0|5],[0|5],[0|11],[0|9],[0|9],[0|9],[0|6],[0|10],[0|6],[0|10],[0|10],[0|8],[0|8],[0|9],[0|8],[0|9],[0|8],[0|4],[0|5],[0|10],[0|5],[0|8],[0|5],[0|6],[0|6],[0|5],[0|5],[0|8],[0|7],[0|9],[0|6],[0|7],[0|6],[0|6],[0|5],[0|7],[1|7],[0|7],[0|10],[0|8],[0|8],[0|7],aaaaaa,1,Group: 12
P567,[0|7],[0|7],[0|9],[0|9],[0|10],[1|8],[1|7],[1|7],[0|10],[0|9],[0|11],[0|8],[0|10],[0|8],[0|7],[0|11],[0|8],[0|9],[1|12],[0|6],[0|7],[1|10],[0|8],[1|7],[1|8],[1|12],[0|7],[0|7],[0|8],[0|5],[0|7],[0|9],[0|7],[1|6],[0|6],[1|7],[1|8],[1|7],[1|8],[0|7],[1|6],[1|5],[1|10],[0|11],[1|7],[0|7],[1|10],[0|7],[1|6],[1|9],[1|12],aaaaaa,3,Group: 13
P596,[0|7],[0|7],[0|9],[0|9],[0|10],[1|8],[1|7],[1|7],[0|10],[0|9],[0|11],[0|8],[0|10],[0|8],[0|7],[0|11],[0|8],[0|9],[1|12],[0|6],[0|7],[1|10],[0|8],[1|7],[1|8],[1|12],[0|7],[0|7],[0|8],[0|5],[0|7],[0|9],[0|7],[1|6],[0|6],[1|7],[1|8],[1|7],[1|8],[0|7],[1|6],[1|5],[1|10],[0|11],[1|7],[0|7],[1|10],[0|7],[1|6],[1|9],[1|12],aaaaaa,7,Group: 13
P124,[0|7],[0|7],[0|9],[0|9],[0|10],[1|8],[1|7],[1|7],[0|10],[0|9],[0|11],[0|8],[0|10],[0|8],[0|7],[0|11],[0|8],[0|9],[1|12],[0|6],[0|7],[1|10],[0|8],[1|7],[1|8],[1|12],[0|7],[0|7],[0|8],[0|5],[0|7],[0|9],[0|7],[1|6],[0|6],[1|7],[1|8],[1|7],[1|8],[0|7],[1|6],[1|5],[1|10],[0|11],[1|7],[0|7],[1|10],[0|7],[1|6],[1|9],[1|12],aaaaaa,4,Group: 13
P77,[0|7],[0|7],[0|9],[0|9],[0|10],[1|8],[1|7],[1|7],[0|10],[0|9],[0|11],[0|8],[0|10],[0|8],[0|7],[0|11],[0|8],[0|9],[1|12],[0|6],[0|7],[1|10],[0|8],[1|7],[1|8],[1|12],[0|7],[0|7],[0|8],[0|5],[0|7],[0|9],[0|7],[1|6],[0|6],[1|7],[1|8],[1|7],[1|8],[0|7],[1|6],[1|5],[1|10],[0|11],[1|7],[0|7],[1|10],[0|7],[1|6],[1|9],[1|12],aaaaaa,6,Group: 13
P195,[0|7],[0|7],[0|9],[0|9],[0|10],[1|8],[1|7],[1|7],[0|10],[0|9],[0|11],[0|8],[0|10],[0|8],[0|7],[0|11],[0|8],[0|9],[1|12],[0|6],[0|7],[1|10],[0|8],[1|7],[1|8],[1|12],[0|7],[0|7],[0|8],[0|5],[0|7],[0|9],[0|7],[1|6],[0|6],[1|7],[1|8],[1|7],[1|8],[0|7],[1|6],[1|5],[1|10],[0|11],[1|7],[0|7],[1|10],[0|7],[1|6],[1|9],[1|12],aaaaaa,2,Group: 13
P317,[0|7],[0|7],[0|9],[0|9],[0|10],[1|8],[1|7],[1|7],[0|10],[0|9],[0|11],[0|8],[0|10],[0|8],[0|7],[0|11],[0|8],[0|9],[1|12],[0|6],[0|7],[1|10],[0|8],[1|7],[1|8],[1|12],[0|7],[0|7],[0|8],[0|5],[0|7],[0|9],[0|7],[1|6],[0|6],[1|7],[1|8],[1|7],[1|8],[0|7],[1|6],[1|5],[1|10],[0|11],[1|7],[0|7],[1|10],[0|7],[1|6],[1|9],[1|12],aaaaaa,6,Group: 13
P727,[0|7],[0|7],[0|9],[0|9],[0|10],[1|8],[1|7],[1|7],[0|10],[0|9],[0|11],[0|8],[0|10],[0|8],[0|7],[0|11],[0|8],[0|9],[1|12],[0|6],[0|7],[1|10],[0|8],[1|7],[1|8],[1|12],[0|7],[0|7],[0|8],[0|5],[0|7],[0|9],[0|7],[1|6],[0|6],[1|7],[1|8],[1|7],[1|8],[0|7],[1|6],[1|5],[1|10],[0|11],[1|7],[0|7],[1|10],[0|7],[1|6],[1|9],[1|12],aaaaaa,12,Group: 13
P570,[0|7],[0|7],[0|9],[0|9],[0|10],[1|8],[1|7],[1|7],[0|10],[0|9],[0|11],[0|8],[0|10],[0|8],[0|7],[0|11],[0|8],[0|9],[1|12],[0|6],[0|7],[1|10],[0|8],[1|7],[1|8],[1|12],[0|7],[0|7],[0|8],[0|5],[0|7],[0|9],[0|7],[1|6],[0|6],[1|7],[1|8],[1|7],[1|8],[0|7],[1|6],[1|5],[1|10],[0|11],[1|7],[0|7],[1|10],[0|7],[1|6],[1|9],[1|12],aaaaaa,4,Group: 13
P784,[0|7],[0|7],[0|9],[0|9],[0|10],[1|8],[1|7],[1|7],[0|10],[0|9],[0|11],[0|8],[0|10],[0|8],[0|7],[0|11],[0|8],[0|9],[1|12],[0|6],[0|7],[1|10],[0|8],[1|7],[1|8],[1|12],[0|7],[0|7],[0|8],[0|5],[0|7],[0|9],[0|7],[1|6],[0|6],[1|7],[1|8],[1|7],[1|8],[0|7],[1|6],[1|5],[1|10],[0|11],[1|7],[0|7],[1|10],[0|7],[1|6],[1|9],[1|12],aaaaaa,4,Group: 13
P804,[0|7],[0|7],[0|9],[0|9],[0|10],[1|8],[1|7],[1|7],[0|10],[0|9],[0|11],[0|8],[0|10],[0|8],[0|7],[0|11],[0|8],[0|9],[1|12],[0|6],[0|7],[1|10],[0|8],[1|7],[1|8],[1|12],[0|7],[0|7],[0|8],[0|5],[0|7],[0|9],[0|7],[1|6],[0|6],[1|7],[1|8],[1|7],[1|8],[0|7],[1|6],[1|5],[1|10],[0|11],[1|7],[0|7],[1|10],[0|7],[1|6],[1|9],[1|12],aaaaaa,0,Group: 13
P484,[0|7],[0|7],[0|9],[0|9],[0|10],[1|8],[1|7],[1|7],[0|10],[0|9],[0|11],[0|8],[0|10],[0|8],[0|7],[0|11],[0|8],[0|9],[1|12],[0|6],[0|7],[1|10],[0|8],[1|7],[1|8],[1|12],[0|7],[0|7],[0|8],[0|5],[0|7],[0|9],[0|7],[1|6],[0|6],[1|7],[1|8],[1|7],[1|8],[0|7],[1|6],[1|5],[1|10],[0|11],[1|7],[0|7],[1|10],[0|7],[1|6],[1|9],[1|12],aaaaaa,2,Group: 13
P581,[0|7],[0|7],[0|9],[0|9],[0|10],[1|8],[1|7],[1|7],[0|10],[0|9],[0|11],[0|8],[0|10],[0|8],[0|7],[0|11],[0|8],[0|9],[1|12],[0|6],[0|7],[1|10],[0|8],[1|7],[1|8],[1|12],[0|7],[0|7],[0|8],[0|5],[0|7],[0|9],[0|7],[1|6],[0|6],[1|7],[1|8],[1|7],[1|8],[0|7],[1|6],[1|5],[1|10],[0|11],[1|7],[0|7],[1|10],[0|7],[1|6],[1|9],[1|12],aaaaaa,4,Group: 13
P601,[0|7],[0|7],[0|9],[0|9],[0|10],[1|8],[1|7],[1|7],[0|10],[0|9],[0|11],[0|8],[0|10],[0|8],[0|7],[0|11],[0|8],[0|9],[1|12],[0|6],[0|7],[1|10],[0|8],[1|7],[1|8],[1|12],[0|7],[0|7],[0|8],[0|5],[0|7],[0|9],[0|7],[1|6],[0|6],[1|7],[1|8],[1|7],[1|8],[0|7],[1|6],[1|5],[1|10],[0|11],[1|7],[0|7],[1|10],[0|7],[1|6],[1|9],[1|12],aaaaaa,3,Group: 13
P676,[0|7],[0|7],[0|9],[0|9],[0|10],[1|8],[1|7],[1|7],[0|10],[0|9],[0|11],[0|8],[0|10],[0|8],[0|7],[0|11],[0|8],[0|9],[1|12],[0|6],[0|7],[1|10],[0|8],[1|7],[1|8],[1|12],[0|7],[0|7],[0|8],[0|5],[0|7],[0|9],[0|7],[1|6],[0|6],[1|7],[1|8],[1|7],[1|8],[0|7],[1|6],[1|5],[1|10],[0|11],[1|7],[0|7],[1|10],[0|7],[1|6],[1|9],[1|12],aaaaaa,10,Group: 13
P782,[0|7],[0|7],[0|9],[0|9],[0|10],[1|8],[1|7],[1|7],[0|10],[0|9],[0|11],[0|8],[0|10],[0|8],[0|7],[0|11],[0|8],[0|9],[1|12],[0|6],[0|7],[1|10],[0|8],[1|7],[1|8],[1|12],[0|7],[0|7],[0|8],[0|5],[0|7],[0|9],[0|7],[1|6],[0|6],[1|7],[1|8],[1|7],[1|8],[0|7],[1|6],[1|5],[1|10],[0|11],[1|7],[0|7],[1|10],[0|7],[1|6],[1|9],[1|12],aaaaaa,3,Group: 13
P316,[0|7],[0|7],[0|9],[0|9],[0|10],[1|8],[1|7],[1|7],[0|10],[0|9],[0|11],[0|8],[0|10],[0|8],[0|7],[0|11],[0|8],[0|9],[1|12],[0|6],[0|7],[1|10],[0|8],[1|7],[1|8],[1|12],[0|7],[0|7],[0|8],[0|5],[0|7],[0|9],[0|7],[1|6],[0|6],[1|7],[1|8],[1|7],[1|8],[0|7],[1|6],[1|5],[1|10],[0|11],[1|7],[0|7],[1|10],[0|7],[1|6],[1|9],[1|12],aaaaaa,2,Group: 13
P583,[0|7],[0|7],[0|9],[0|9],[0|10],[1|8],[1|7],[1|7],[0|10],[0|9],[0|11],[0|8],[0|10],[0|8],[0|7],[0|11],[0|8],[0|9],[1|12],[0|6],[0|7],[1|10],[0|8],[1|7],[1|8],[1|12],[0|7],[0|7],[0|8],[0|5],[0|7],[0|9],[0|7],[1|6],[0|6],[1|7],[1|8],[1|7],[1|8],[0|7],[1|6],[1|5],[1|10],[0|11],[1|7],[0|7],[1|10],[0|7],[1|6],[1|9],[1|12],aaaaaa,5,Group: 13
P716,[0|5],[0|6],[0|8],[0|8],[0|8],[0|7],[0|9],[0|8],[0|10],[0|8],[0|10],[0|9],[0|8],[0|9],[0|7],[0|7],[0|9],[0|6],[0|10],[0|6],[0|7],[0|7],[0|9],[0|11],[0|9],[0|8],[0|5],[0|5],[0|6],[0|7],[0|5],[0|7],[0|6],[0|7],[0|7],[0|6],[0|6],[0|7],[0|6],[0|7],[0|8],[0|6],[0|6],[0|7],[0|6],[0|9],[0|7],[0|7],[0|6],[0|7],[0|9],aaaaaa,0,Group: 14
P661,[0|5],[0|6],[0|8],[0|8],[0|8],[0|7],[0|9],[0|8],[0|10],[0|8],[0|10],[0|9],[0|8],[0|9],[0|7],[0|7],[0|9],[0|6],[0|10],[0|6],[0|7],[0|7],[0|9],[0|11],[0|9],[0|8],[0|5],[0|5],[0|6],[0|7],[0|5],[0|7],[0|6],[0|7],[0|7],[0|6],[0|6],[0|7],[0|6],[0|7],[0|8],[0|6],[0|6],[0|7],[0|6],[0|9],[0|7],[0|7],[0|6],[0|7],[0|9],aaaaaa,0,Group: 14
P677,[0|5],[0|6],[0|8],[0|8],[0|8],[0|7],[0|9],[0|8],[0|10],[0|8],[0|10],[0|9],[0|8],[0|9],[0|7],[0|7],[0|9],[0|6],[0|10],[0|6],[0|7],[0|7],[0|9],[0|11],[0|9],[0|8],[0|5],[0|5],[0|6],[0|7],[0|5],[0|7],[0|6],[0|7],[0|7],[0|6],[0|6],[0|7],[0|6],[0|7],[0|8],[0|6],[0|6],[0|7],[0|6],[0|9],[0|7],[0|7],[0|6],[0|7],[0|9],aaaaaa,0,Group: 14
P53,[0|5],[0|6],[0|8],[0|8],[0|8],[0|7],[0|9],[0|8],[0|10],[0|8],[0|10],[0|9],[0|8],[0|9],[0|7],[0|7],[0|9],[0|6],[0|10],[0|6],[0|7],[0|7],[0|9],[0|11],[0|9],[0|8],[0|5],[0|5],[0|6],[0|7],[0|5],[0|7],[0|6],[0|7],[0|7],[0|6],[0|6],[0|7],[0|6],[0|7],[0|8],[0|6],[0|6],[0|7],[0|6],[0|9],[0|7],[0|7],[0|6],[0|7],[0|9],aaaaaa,9,Group: 14
P415,[0|5],[0|6],[0|8],[0|8],[0|8],[0|7],[0|9],[0|8],[0|10],[0|8],[0|10],[0|9],[0|8],[0|9],[0|7],[0|7],[0|9],[0|6],[0|10],[0|6],[0|7],[0|7],[0|9],[0|11],[0|9],[0|8],[0|5],[0|5],[0|6],[0|7],[0|5],[0|7],[0|6],[0|7],[0|7],[0|6],[0|6],[0|7],[0|6],[0|7],[0|8],[0|6],[0|6],[0|7],[0|6],[0|9],[0|7],[0|7],[0|6],[0|7],[0|9],aaaaaa,4,Group: 14
P747,[0|5],[0|6],[0|8],[0|8],[0|8],[0|7],[0|9],[0|8],[0|10],[0|8],[0|10],[0|9],[0|8],[0|9],[0|7],[0|7],[0|9],[0|6],[0|10],[0|6],[0|7],[0|7],[0|9],[0|11],[0|9],[0|8],[0|5],[0|5],[0|6],[0|7],[0|5],[0|7],[0|6],[0|7],[0|7],[0|6],[0|6],[0|7],[0|6],[0|7],[0|8],[0|6],[0|6],[0|7],[0|6],[0|9],[0|7],[0|7],[0|6],[0|7],[0|9],aaaaaa,8,Group: 14
P498,[0|5],[0|6],[0|8],[0|8],[0|8],[0|7],[0|9],[0|8],[0|10],[0|8],[0|10],[0|9],[0|8],[0|9],[0|7],[0|7],[0|9],[0|6],[0|10],[0|6],[0|7],[0|7],[0|9],[0|11],[0|9],[0|8],[0|5],[0|5],[0|6],[0|7],[0|5],[0|7],[0|6],[0|7],[0|7],[0|6],[0|6],[0|7],[0|6],[0|7],[0|8],[0|6],[0|6],[0|7],[0|6],[0|9],[0|7],[0|7],[0|6],[0|7],[0|9],aaaaaa,4,Group: 14
P108,[0|5],[0|6],[0|8],[0|8],[0|8],[0|7],[0|9],[0|8],[0|10],[0|8],[0|10],[0|9],[0|8],[0|9],[0|7],[0|7],[0|9],[0|6],[0|10],[0|6],[0|7],[0|7],[0|9],[0|11],[0|9],[0|8],[0|5],[0|5],[0|6],[0|7],[0|5],[0|7],[0|6],[0|7],[0|7],[0|6],[0|6],[0|7],[0|6],[0|7],[0|8],[0|6],[0|6],[0|7],[0|6],[0|9],[0|7],[0|7],[0|6],[0|7],[0|9],aaaaaa,4,Group: 14
P104,[0|5],[0|6],[0|8],[0|8],[0|8],[0|7],[0|9],[0|8],[0|10],[0|8],[0|10],[0|9],[0|8],[0|9],[0|7],[0|7],[0|9],[0|6],[0|10],[0|6],[0|7],[0|7],[0|9],[0|11],[0|9],[0|8],[0|5],[0|5],[0|6],[0|7],[0|5],[0|7],[0|6],[0|7],[0|7],[0|6],[0|6],[0|7],[0|6],[0|7],[0|8],[0|6],[0|6],[0|7],[0|6],[0|9],[0|7],[0|7],[0|6],[0|7],[0|9],aaaaaa,4,Group: 14
P356,[0|5],[0|6],[0|8],[0|8],[0|8],[0|7],[0|9],[0|8],[0|10],[0|8],[0|10],[0|9],[0|8],[0|9],[0|7],[0|7],[0|9],[0|6],[0|10],[0|6],[0|7],[0|7],[0|9],[0|11],[0|9],[0|8],[0|5],[0|5],[0|6],[0|7],[0|5],[0|7],[0|6],[0|7],[0|7],[0|6],[0|6],[0|7],[0|6],[0|7],[0|8],[0|6],[0|6],[0|7],[0|6],[0|9],[0|7],[0|7],[0|6],[0|7],[0|9],aaaaaa,8,Group: 14
P573,[0|5],[0|6],[0|8],[0|8],[0|8],[0|7],[0|9],[0|8],[0|10],[0|8],[0|10],[0|9],[0|8],[0|9],[0|7],[0|7],[0|9],[0|6],[0|10],[0|6],[0|7],[0|7],[0|9],[0|11],[0|9],[0|8],[0|5],[0|5],[0|6],[0|7],[0|5],[0|7],[0|6],[0|7],[0|7],[0|6],[0|6],[0|7],[0|6],[0|7],[0|8],[0|6],[0|6],[0|7],[0|6],[0|9],[0|7],[0|7],[0|6],[0|7],[0|9],aaaaaa,5,Group: 14
P320,[0|5],[0|6],[0|8],[0|8],[0|8],[0|7],[0|9],[0|8],[0|10],[0|8],[0|10],[0|9],[0|8],[0|9],[0|7],[0|7],[0|9],[0|6],[0|10],[0|6],[0|7],[0|7],[0|9],[0|11],[0|9],[0|8],[0|5],[0|5],[0|6],[0|7],[0|5],[0|7],[0|6],[0|7],[0|7],[0|6],[0|6],[0|7],[0|6],[0|7],[0|8],[0|6],[0|6],[0|7],[0|6],[0|9],[0|7],[0|7],[0|6],[0|7],[0|9],aaaaaa,10,Group: 14
P707,[0|5],[0|6],[0|8],[0|8],[0|8],[0|7],[0|9],[0|8],[0|10],[0|8],[0|10],[0|9],[0|8],[0|9],[0|7],[0|7],[0|9],[0|6],[0|10],[0|6],[0|7],[0|7],[0|9],[0|11],[0|9],[0|8],[0|5],[0|5],[0|6],[0|7],[0|5],[0|7],[0|6],[0|7],[0|7],[0|6],[0|6],[0|7],[0|6],[0|7],[0|8],[0|6],[0|6],[0|7],[0|6],[0|9],[0|7],[0|7],[0|6],[0|7],[0|9],aaaaaa,0,Group: 14
P201,[0|5],[0|6],[0|8],[0|8],[0|8],[0|7],[0|9],[0|8],[0|10],[0|8],[0|10],[0|9],[0|8],[0|9],[0|7],[0|7],[0|9],[0|6],[0|10],[0|6],[0|7],[0|7],[0|9],[0|11],[0|9],[0|8],[0|5],[0|5],[0|6],[0|7],[0|5],[0|7],[0|6],[0|7],[0|7],[0|6],[0|6],[0|7],[0|6],[0|7],[0|8],[0|6],[0|6],[0|7],[0|6],[0|9],[0|7],[0|7],[0|6],[0|7],[0|9],aaaaaa,4,Group: 14
P123,[0|5],[0|6],[0|8],[0|8],[0|8],[0|7],[0|9],[0|8],[0|10],[0|8],[0|10],[0|9],[0|8],[0|9],[0|7],[0|7],[0|9],[0|6],[0|10],[0|6],[0|7],[0|7],[0|9],[0|11],[0|9],[0|8],[0|5],[0|5],[0|6],[0|7],[0|5],[0|7],[0|6],[0|7],[0|7],[0|6],[0|6],[0|7],[0|6],[0|7],[0|8],[0|6],[0|6],[0|7],[0|6],[0|9],[0|7],[0|7],[0|6],[0|7],[0|9],aaaaaa,4,Group: 14
P801,[0|5],[0|6],[0|8],[0|8],[0|8],[0|7],[0|9],[0|8],[0|10],[0|8],[0|10],[0|9],[0|8],[0|9],[0|7],[0|7],[0|9],[0|6],[0|10],[0|6],[0|7],[0|7],[0|9],[0|11],[0|9],[0|8],[0|5],[0|5],[0|6],[0|7],[0|5],[0|7],[0|6],[0|7],[0|7],[0|6],[0|6],[0|7],[0|6],[0|7],[0|8],[0|6],[0|6],[0|7],[0|6],[0|9],[0|7],[0|7],[0|6],[0|7],[0|9],aaaaaa,12,Group: 14
P98,[0|5],[0|6],[0|8],[0|8],[0|8],[0|7],[0|9],[0|8],[0|10],[0|8],[0|10],[0|9],[0|8],[0|9],[0|7],[0|7],[0|9],[0|6],[0|10],[0|6],[0|7],[0|7],[0|9],[0|11],[0|9],[0|8],[0|5],[0|5],[0|6],[0|7],[0|5],[0|7],[0|6],[0|7],[0|7],[0|6],[0|6],[0|7],[0|6],[0|7],[0|8],[0|6],[0|6],[0|7],[0|6],[0|9],[0|7],[0|7],[0|6],[0|7],[0|9],aaaaaa,5,Group: 14
P611,[0|5],[0|6],[0|8],[0|8],[0|8],[0|7],[0|9],[0|8],[0|10],[0|8],[0|10],[0|9],[0|8],[0|9],[0|7],[0|7],[0|9],[0|6],[0|10],[0|6],[0|7],[0|7],[0|9],[0|11],[0|9],[0|8],[0|5],[0|5],[0|6],[0|7],[0|5],[0|7],[0|6],[0|7],[0|7],[0|6],[0|6],[0|7],[0|6],[0|7],[0|8],[0|6],[0|6],[0|7],[0|6],[0|9],[0|7],[0|7],[0|6],[0|7],[0|9],aaaaaa,10,Group: 14
P423,[0|5],[0|6],[0|8],[0|8],[0|8],[0|7],[0|9],[0|8],[0|10],[0|8],[0|10],[0|9],[0|8],[0|9],[0|7],[0|7],[0|9],[0|6],[0|10],[0|6],[0|7],[0|7],[0|9],[0|11],[0|9],[0|8],[0|5],[0|5],[0|6],[0|7],[0|5],[0|7],[0|6],[0|7],[0|7],[0|6],[0|6],[0|7],[0|6],[0|7],[0|8],[0|6],[0|6],[0|7],[0|6],[0|9],[0|7],[0|7],[0|6],[0|7],[0|9],aaaaaa,1,Group: 14
P811,[0|8],[0|8],[0|8],[0|9],[0|8],[0|7],[0|7],[0|11],[0|12],[1|8],[1|10],[0|7],[0|8],[0|7],[0|8],[0|12],[1|8],[0|10],[0|7],[0|5],[0|9],[0|11],[0|10],[1|9],[0|10],[0|9],[1|6],[0|6],[1|8],[1|4],[0|8],[0|8],[0|8],[0|5],[0|5],[0|8],[0|9],[0|8],[0|10],[0|8],[0|6],[1|8],[0|10],[1|6],[0|8],[0|10],[0|11],[2|9],[1|8],[3|11],[0|10],aaaaaa,5,Group: 15
P765,[0|8],[0|8],[0|8],[0|9],[0|8],[0|7],[0|7],[0|11],[0|12],[1|8],[1|10],[0|7],[0|8],[0|7],[0|8],[0|12],[1|8],[0|10],[0|7],[0|5],[0|9],[0|11],[0|10],[1|9],[0|10],[0|9],[1|6],[0|6],[1|8],[1|4],[0|8],[0|8],[0|8],[0|5],[0|5],[0|8],[0|9],[0|8],[0|10],[0|8],[0|6],[1|8],[0|10],[1|6],[0|8],[0|10],[0|11],[2|9],[1|8],[3|11],[0|10],aaaaaa,4,Group: 15
P311,[0|8],[0|8],[0|8],[0|9],[0|8],[0|7],[0|7],[0|11],[0|12],[1|8],[1|10],[0|7],[0|8],[0|7],[0|8],[0|12],[1|8],[0|10],[0|7],[0|5],[0|9],[0|11],[0|10],[1|9],[0|10],[0|9],[1|6],[0|6],[1|8],[1|4],[0|8],[0|8],[0|8],[0|5],[0|5],[0|8],[0|9],[0|8],[0|10],[0|8],[0|6],[1|8],[0|10],[1|6],[0|8],[0|10],[0|11],[2|9],[1|8],[3|11],[0|10],aaaaaa,4,Group: 15
P366,[0|8],[0|8],[0|8],[0|9],[0|8],[0|7],[0|7],[0|11],[0|12],[1|8],[1|10],[0|7],[0|8],[0|7],[0|8],[0|12],[1|8],[0|10],[0|7],[0|5],[0|9],[0|11],[0|10],[1|9],[0|10],[0|9],[1|6],[0|6],[1|8],[1|4],[0|8],[0|8],[0|8],[0|5],[0|5],[0|8],[0|9],[0|8],[0|10],[0|8],[0|6],[1|8],[0|10],[1|6],[0|8],[0|10],[0|11],[2|9],[1|8],[3|11],[0|10],aaaaaa,6,Group: 15
P337,[0|8],[0|8],[0|8],[0|9],[0|8],[0|7],[0|7],[0|11],[0|12],[1|8],[1|10],[0|7],[0|8],[0|7],[0|8],[0|12],[1|8],[0|10],[0|7],[0|5],[0|9],[0|11],[0|10],[1|9],[0|10],[0|9],[1|6],[0|6],[1|8],[1|4],[0|8],[0|8],[0|8],[0|5],[0|5],[0|8],[0|9],[0|8],[0|10],[0|8],[0|6],[1|8],[0|10],[1|6],[0|8],[0|10],[0|11],[2|9],[1|8],[3|11],[0|10],aaaaaa,3,Group: 15
P793,[0|8],[0|8],[0|8],[0|9],[0|8],[0|7],[0|7],[0|11],[0|12],[1|8],[1|10],[0|7],[0|8],[0|7],[0|8],[0|12],[1|8],[0|10],[0|7],[0|5],[0|9],[0|11],[0|10],[1|9],[0|10],[0|9],[1|6],[0|6],[1|8],[1|4],[0|8],[0|8],[0|8],[0|5],[0|5],[0|8],[0|9],[0|8],[0|10],[0|8],[0|6],[1|8],[0|10],[1|6],[0|8],[0|10],[0|11],[2|9],[1|8],[3|11],[0|10],aaaaaa,9,Group: 15
P561,[0|8],[0|8],[0|8],[0|9],[0|8],[0|7],[0|7],[0|11],[0|12],[1|8],[1|10],[0|7],[0|8],[0|7],[0|8],[0|12],[1|8],[0|10],[0|7],[0|5],[0|9],[0|11],[0|10],[1|9],[0|10],[0|9],[1|6],[0|6],[1|8],[1|4],[0|8],[0|8],[0|8],[0|5],[0|5],[0|8],[0|9],[0|8],[0|10],[0|8],[0|6],[1|8],[0|10],[1|6],[0|8],[0|10],[0|11],[2|9],[1|8],[3|11],[0|10],aaaaaa,5,Group: 15
P297,[0|8],[0|8],[0|8],[0|9],[0|8],[0|7],[0|7],[0|11],[0|12],[1|8],[1|10],[0|7],[0|8],[0|7],[0|8],[0|12],[1|8],[0|10],[0|7],[0|5],[0|9],[0|11],[0|10],[1|9],[0|10],[0|9],[1|6],[0|6],[1|8],[1|4],[0|8],[0|8],[0|8],[0|5],[0|5],[0|8],[0|9],[0|8],[0|10],[0|8],[0|6],[1|8],[0|10],[1|6],[0|8],[0|10],[0|11],[2|9],[1|8],[3|11],[0|10],aaaaaa,2,Group: 15
P293,[0|8],[0|8],[0|8],[0|9],[0|8],[0|7],[0|7],[0|11],[0|12],[1|8],[1|10],[0|7],[0|8],[0|7],[0|8],[0|12],[1|8],[0|10],[0|7],[0|5],[0|9],[0|11],[0|10],[1|9],[0|10],[0|9],[1|6],[0|6],[1|8],[1|4],[0|8],[0|8],[0|8],[0|5],[0|5],[0|8],[0|9],[0|8],[0|10],[0|8],[0|6],[1|8],[0|10],[1|6],[0|8],[0|10],[0|11],[2|9],[1|8],[3|11],[0|10],aaaaaa,1,Group: 15
P806,[0|8],[0|8],[0|8],[0|9],[0|8],[0|7],[0|7],[0|11],[0|12],[1|8],[1|10],[0|7],[0|8],[0|7],[0|8],[0|12],[1|8],[0|10],[0|7],[0|5],[0|9],[0|11],[0|10],[1|9],[0|10],[0|9],[1|6],[0|6],[1|8],[1|4],[0|8],[0|8],[0|8],[0|5],[0|5],[0|8],[0|9],[0|8],[0|10],[0|8],[0|6],[1|8],[0|10],[1|6],[0|8],[0|10],[0|11],[2|9],[1|8],[3|11],[0|10],aaaaaa,8,Group: 15
P295,[0|8],[0|8],[0|8],[0|9],[0|8],[0|7],[0|7],[0|11],[0|12],[1|8],[1|10],[0|7],[0|8],[0|7],[0|8],[0|12],[1|8],[0|10],[0|7],[0|5],[0|9],[0|11],[0|10],[1|9],[0|10],[0|9],[1|6],[0|6],[1|8],[1|4],[0|8],[0|8],[0|8],[0|5],[0|5],[0|8],[0|9],[0|8],[0|10],[0|8],[0|6],[1|8],[0|10],[1|6],[0|8],[0|10],[0|11],[2|9],[1|8],[3|11],[0|10],aaaaaa,3,Group: 15
